AboveTheChemist,update touched-bottom.ts (#61)updated,touched-bottom.ts (#61)updated alignment,(#61)updated alignment to
Ernesto Crespo,imagen docker de,docker de,de  mongodb
enpuyou,fix line too,line too long,too long
87591,log,"",""
Kailana Kahawaii,automatically backed up,backed up by,up by learn
ryan woodsmall,python3: update to,update to 3.7.6,to 3.7.6
Paha Akos,update,"",""
jinghuijuan10,log,"",""
Li Yin,search strategies,strategies,""
houbinbin87591,log,"",""
hwx438865,log,"",""
Chad Carbert,restructure and rename,and rename src,rename src and
Shane Jeffery,d3 readme documentation,readme documentation done.,documentation done.
danielgaspar,danielgaspar enviar,enviar,""
Matteo Santavicca,fixed minor bug,minor bug in,bug in continuous
GDV1,"revert \"herança\"this reverts","\"herança\"this reverts commit",reverts commit a8fbebf805462d6a717ab752e0bc70507cf5ac3b.
87591,log,"",""
474151949,log,"",""
Marcos Longo,attempt to fix,to fix travis-ci,fix travis-ci (09)
jinghuijuan11,log,"",""
hwxjinghuijuan,log,"",""
jinghuijuan10,log,"",""
jinghuijuan8,log,"",""
yangcaicai,log,"",""
aqi-moscun,update file at:,file at: 2020-01-01,at: 2020-01-01 00:58:43
KS,jpeg file delete,file delete too,delete too large
Diego Fernando Rojas Quintero,declarar variables y,variables y expresiones,y expresiones
Zachary Jacobs,automatically backed up,backed up by,up by learn
hkamran490,removed syso statement,syso statement for,statement for stack
joeldipops,fixed my linker,my linker hack,linker hack
Emad Alharbi,updated readme,readme,""
skyblockz,automated database update,database update,update
Nigel B. Peck,update intro,intro,""
Dominique Leuenberger,firefox-help-menu-kde-20200101 for opensuse-tumbleweed-net-x86_64-build20191230-zdup-13.2@64bit_cirrus,for opensuse-tumbleweed-net-x86_64-build20191230-zdup-13.2@64bit_cirrus,opensuse-tumbleweed-net-x86_64-build20191230-zdup-13.2@64bit_cirrus
hwong0305,updated error message,error message spacing,message spacing
TalionDiscord,add files via,files via upload,via upload
AKM Islam,message,"",""
Eugene Sadocoi,fixing tests,tests,""
Andrea Denisse Gómez,improved consul metrics,consul metrics by,metrics by using
skyblockz,auto alias database,alias database update,database update
Selfedelics,(selfedelics.com gitsync) automatic,gitsync) automatic commit,automatic commit from
ei1125,login-logout,"",""
Paul Gureghian,edited css file,css file,file
zBash162,update index.html,index.html,""
DAVID SHIN,automatically backed up,backed up by,up by learn
tai1whip,update index.html,index.html,""
bizkin,add 2020 lets,2020 lets gogit,lets gogit add
takelley1,remove second invocation,second invocation of,invocation of urxvt
wigforss,[maven-release-plugin] prepare release,prepare release java-8-base-0.188,release java-8-base-0.188
Ali Rizwan,support for non-model,for non-model graphql,non-model graphql definitions
Leonis0813,update gemfile.lock,gemfile.lock,""
Bob Peng,update 0x04i-testing-user-interaction.md,0x04i-testing-user-interaction.md,""
GitClock,update time,time,""
Chau Tran,update packages,packages,""
Selfedelics,(selfedelics.com gitsync) automatic,gitsync) automatic commit,automatic commit from
multimokia,one more,more,""
jcarpenter,change readme.md and,readme.md and add,and add pacman.conf
wigforss,[maven-release-plugin] prepare for,prepare for next,for next development
Jack Urso,add hashlock.py,hashlock.py,""
yeG10,1.0,"",""
Selfedelics,(selfedelics.com gitsync) automatic,gitsync) automatic commit,automatic commit from
ZyCromerZ,optimize for 2.2ghz,for 2.2ghz,2.2ghz
ZyCromerZ,merge remote-tracking branch,remote-tracking branch 'github-msm-4.4/kernel.lnx.4.4.r38-rel',branch 'github-msm-4.4/kernel.lnx.4.4.r38-rel' into
Eugene Sadocoi,fixing tests,tests,""
Nando Vieira,add jaunt to,jaunt to the,to the bot
ZyCromerZ,merge remote-tracking branch,remote-tracking branch 'github-msm-4.4/kernel.lnx.4.4.r38-rel',branch 'github-msm-4.4/kernel.lnx.4.4.r38-rel' into
v-acoder,site updated: 2020-01-01,updated: 2020-01-01 08:58:51,2020-01-01 08:58:51
trimstray,add 'bed'- signed-off-by:,'bed'- signed-off-by: trimstray,signed-off-by: trimstray <trimstray@gmail.com>
user,changed client/server mapblock,client/server mapblock updates;,mapblock updates; update
Rohit Garudadri,fixed confirm email,confirm email component,email component flashing
Daisuke Fujimura (fd0),agedu-20190630.66cb14d,"",""
Devoun,adjustments to navbar,to navbar layout,navbar layout
Zachary Jacobs,automatically backed up,backed up by,up by learn
williamvietnguyen,update,"",""
"Nathan Alden, Sr",fixed copy/paste bug,copy/paste bug,bug
Jonathan Morris,day 19 involves,19 involves using,involves using an
David Hoffman,blacked,"",""
Kathy Warne,always check out,check out to,out to local
Jack Zhou,apply clang-format on,clang-format on files,on files in
Adam Porter,docs: how to,how to get,to get rules
Honza Bednář,fix scope instance,scope instance reflection,instance reflection
Unit Test App,this is a,is a test,a test push
Kin Lane,write file,file,""
happysimon123,123,"",""
Ofek Lev,.,"",""
semihcayci,add files via,files via upload,via upload
Tigermouthbear,updated jew mason,jew mason list,mason list
Jeffrey Sojack,delete brewery finished,brewery finished,finished
lupantech,polish new template:,"new template: layout,","template: layout, bibs,"
Liushui_Miaomiao,2020.01.01 updateoptimizer algorithm,updateoptimizer algorithm,algorithm
happysimon123,123,"",""
kenichi04,create assessment.css,assessment.css,""
Shurt,init,"",""
CLIFF CRELIN,automatically backed up,backed up by,up by learn
Gabriel Antonio,arrays associativos e,associativos e multidimensionais,e multidimensionais
Daniel,modificação no swipe,no swipe gesture,swipe gesture da
iana,update index.html,index.html,""
Firas Khalil Khana,update license,license,""
Jack Howard,create license for,license for permissive,for permissive mit
skullbe,0.10/번역완료,"",""
jdizz,update readme.md image,readme.md image,image
Daniel Brannon,delete app.js,app.js,""
SoyBison,ico,"",""
Opeyemi Adesina,tuneups to the,to the landing,the landing page
Steve E. Fick,create readme.md,readme.md,""
Daniel,working gui (not,gui (not amazing,(not amazing but
Brad Anderson,wip fixing a,fixing a bunch,a bunch of
Oooqf,配置文件的更新,"",""
wessilfie,rebuild pages,pages,""
Guilherme,last index in,index in arrayfind,in arrayfind the
Unit Test App,this is a,is a test,a test push
Finto Machine User,automaattipäivitys: metatietosanasto-julkaisuversio,metatietosanasto-julkaisuversio,""
romankagan,updated kotlin to,kotlin to 1.3.61,to 1.3.61 and
Nazim Uddin,update readme.md,readme.md,""
YAMASAKI Masahide,add,"",""
KensukeOta,master.htmlファイルを新規作成,"",""
Scott Matsuda,automatically backed up,backed up by,up by learn
Kevin Wang,roundtrip distance passed,distance passed as,passed as well
mdworken,fixes diaper drive,diaper drive controller,drive controller merge
donaldsouza,message_2020-01-01t00:59:14,"",""
Ryan Davis,removed 90+% of,90+% of all,of all metaprogramming
Gian Merlino,s3: improvements to,improvements to prefix,to prefix listing
Brian Lai,create blai30.rpgsystems.editor.tests.asmdef,blai30.rpgsystems.editor.tests.asmdef,""
Geoffrey Lovelace,add quick-start guide,quick-start guide for,guide for vscode/docker
Farisalenezy,add files via,files via upload,via upload
RhXKGxbwQHmTREDU,99256298,"",""
Zhi Chen,fix type infer,type infer,infer
Cubity,everything is so,is so fucking,so fucking janky
Leonardo Espinoza,añadiendo direcciones a,direcciones a repositorio,a repositorio y
gioryanreyes,updated padding of,padding of connected,of connected on
opti21,remove !test,!test,""
Keyi Zhang,add windows realpath,windows realpath implementation,realpath implementation [skip
SockPuppetry,travis ci build,ci build 187091,build 187091
Ye Luo,delete tiling optimization,tiling optimization in,optimization in ewaldref.
DeeplyDiligent,messenger mobile mode,mobile mode,mode
Travis CI User,travis ci auto,ci auto builder,auto builder at
Karn Kaul,wip- add `_glibcxx_debug`,add `_glibcxx_debug` for,`_glibcxx_debug` for linux
ryanmbechtel,src filename update,filename update,update
Ben Gunn,updated default header,default header component,header component to
Nebbie Zebbie,apply search param,search param remembering,param remembering for
Tommy Huang,added logo images,logo images for,images for contact
bitbaybot,update,"",""
Matt Lewis,update cmakelists.txt,cmakelists.txt,""
Robert Russell,code_of_conduct.md,"",""
Josh Baker,update readme.md,readme.md,""
Travis CI User,travis ci auto,ci auto builder,auto builder at
Francisco Abarca,dockerizacion,"",""
Lauren,moved thing,thing,""
jekyllvn,update footer.html,footer.html,""
suhuiAdmin,update getusercardlistbyphone,getusercardlistbyphone,""
Ernesto Crespo,cname,"",""
mdwgti16,add tomcat-servlet and,tomcat-servlet and google,and google search
BlythePollard,done.,"",""
Alex Roth,add processing files,processing files,files
Joseph Budd,15,"",""
Lisa,fixed a mistake,a mistake (bank,mistake (bank war
Nandan Mankad,committing countingbits,countingbits,""
Atabek,create ios app,ios app,app
ejelome,replace theme with,theme with homepageadded:-,with homepageadded:- sphinx-powered
Githubdonkey,update readme.md,readme.md,""
snyk-bot,fix: upgrade org.apache.struts:struts2-core,upgrade org.apache.struts:struts2-core from,org.apache.struts:struts2-core from 2.3.20
hkw,update readme and,readme and app.js,and app.js
Zachary Seebeck,finsihed administration design.,administration design.,design.
pjt3591oo,common의 injectable 모듈을,injectable 모듈을 생성한,모듈을 생성한 후
Jacob Tonna,initilization + model,+ model developmentinitialization,model developmentinitialization +
Peter McEwen,update _form.scss,_form.scss,""
David Hoffman,increased line length,line length,length
Kyryl Melekhin,stable state,state,""
snyk-bot,fix: upgrade org.apache.struts:struts2-spring-plugin,upgrade org.apache.struts:struts2-spring-plugin from,org.apache.struts:struts2-spring-plugin from 2.3.20
Ri Xin Yang,automatically backed up,backed up by,up by learn
Mustafa İlhan,remove bloomreach (#958)*,bloomreach (#958)* remove,"(#958)* remove bloomreach*"
froehlichA,switch tint2 theme,tint2 theme to,theme to flatstudio
Sam Kitano,code style,style,""
jirvingphd,added  mysql,mysql in,mysql in database.py
akeahey,add files via,files via upload,via upload
Ron Martinez,wip: make many,make many changes.,many changes.
5john,2020/01/01 00:59:28,00:59:28,""
alppm,site updated: 2020-01-01,updated: 2020-01-01 08:59:14,2020-01-01 08:59:14
Ekpenyong,travis fix,fix,""
yeet648,use msbuild,msbuild,""
Logan Perry-Din,add files via,files via upload,via upload
sjmiller7,update stylesheet.css,stylesheet.css,""
Michael Rose,redirect netlify subdomain,netlify subdomain to,subdomain to primary
Regina Campos,"adds create, update,","create, update, delete","update, delete"
Chazza,updated readme,readme,""
tchardes,dedede,"",""
Douglas Gardner,remove python2 countdown,python2 countdown,countdown
HappyTreeBeard,update file name,file name convention.use,name convention.use 2
aasr-cdev,update readme.md,readme.md,""
Randy Hollines,wip,"",""
Sean DuBois,add peerconnectionfunctionalitytest.exchangemediacreate two,peerconnectionfunctionalitytest.exchangemediacreate two peerconnections,two peerconnections and
PPC Retweets,december 31p update,31p update,update
Tommy Huang,added logo images,logo images for,images for contact
Zachary Jacobs,automatically backed up,backed up by,up by learn
Mike Wong,improved formatting for,formatting for download,for download menu
Jimmy Emery,updating package,package,""
gwmatthews,"fix typo, redo","typo, redo pdf",redo pdf
Ofek Lev,hmm,"",""
Leonis0813,update gemfile.lock,gemfile.lock,""
Chet Husk,got it,it,""
Sean Wu,clean up,up,""
dnbaker,save progress.,progress.,""
Chef Expeditor,bump version to,version to 4.18.56,to 4.18.56 by
guo,搭建开发环境,"",""
Ling Thio,pre font-size 0.8em,font-size 0.8em,0.8em
minebosstime,bossdb,"",""
Unknown,link to tagadd,to tagadd forum,tagadd forum tutorial
gerritcodereview-prober@gerritcodereview-prober.iam.gserviceaccount.com,adding timestamp file,timestamp file,file
Jonathan Moore,update research,research,""
zebingl@fb.com,add ins,ins,""
Nengdong Zhuang,traveltravel,"",""
snyk-bot,fix: upgrade org.springframework:spring-web,upgrade org.springframework:spring-web from,org.springframework:spring-web from 3.2.6.release
Kishan Jasani,fix(design-css): make glide-dots,make glide-dots to,glide-dots to center
user,fixed default to,default to local,to local not
caoshuai,update python-standard-library-abc.md,python-standard-library-abc.md,""
PikalaxALT,fast cog load/reload,cog load/reload commands,load/reload commands
Kailana Kahawaii,automatically backed up,backed up by,up by learn
Araq,progress,"",""
ChrisH,update link to,link to plume,to plume animation
Conrad Pankoff,kernel: route all,route all loopback,all loopback traffic
Scott Buchanan,implement on scroll,on scroll for,scroll for zooming
Kirill Kravtsov,adding core version,core version check,version check
Deployment Bot (from Travis CI),deploy tyler-duckworth/tyler-duckworth.github.io to,tyler-duckworth/tyler-duckworth.github.io to github.com/tyler-duckworth/tyler-duckworth.github.io.git:master,to github.com/tyler-duckworth/tyler-duckworth.github.io.git:master
87591,log,"",""
mihaiblandu,first commit 2020,commit 2020,2020
jinghuijuan11,log,"",""
Kayden Drake,adds default images,default images for,images for later
majorna,majorna,"",""
sapeled3,[fix] recommended changes,recommended changes,changes
gazwald,better names for,names for various,for various components.updated
Alexandr Timofeev,clear up the,up the description,the description a
Ri Xin Yang,automatically backed up,backed up by,up by learn
superflouz,add subscription to,subscription to entity,to entity element
474151949,log,"",""
87591,log,"",""
hou1234,log,"",""
yangcaicai,log,"",""
Zachary Jacobs,automatically backed up,backed up by,up by learn
tai1whip,create assets.css,assets.css,""
houbinbin2,log,"",""
liquewu,create list.json,list.json,""
CLIFF CRELIN,automatically backed up,backed up by,up by learn
Ryan Mullett,update readme to,readme to show,to show wip
siimav,increase the reward,the reward for,reward for crewed
474151949,log,"",""
hou1234,log,"",""
hwx438865,log,"",""
jinghuijuan,log,"",""
Alecia Vogel,add store.js for,store.js for the,for the host
Singh-Jorra-215709876,anagrams added,added,""
koblog,share,"",""
Noah Klayman,add vue-cli-plugin-electron-builderi know,vue-cli-plugin-electron-builderi know boilerplates,know boilerplates aren't
